,Average Fitness
607,193.98615812465403
608,193.9318203777587
609,193.86622056487357
610,193.78438027835944
611,193.6526178532454
612,193.54030481470264
613,193.45949067649119
614,193.39876467126953
615,193.3380465401605
616,193.31067309447434
617,193.25151460495442
618,193.19670501475636
619,193.14798269864826
620,193.12819899513732
621,193.0671797156134
622,193.02096968991455
623,192.99051574236609
624,192.93078740675838
625,192.87322996416785
626,192.80172618397458
627,192.74646681242143
628,192.70496403256874
629,192.6659287589576
630,192.6068577866395
631,192.5542972131496
632,192.49590535021707
633,192.47930974192127
634,192.45392503959533
635,192.42792023483568
